기업코드,기업이름,기업형태,업종,매출액,홈페이지,기업주소,사원수,설립일,대표자명
OC9tOG8wU01uWUtpZjZHUzhLdzhSQT09,(주)소리를보는통로,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"6억 1,812만원 (2020년 기준)",sovoro.kr,"서울 성동구 성수이로22길 37, 303에이",21 명 (2021년 기준),2017년 11월 29일 (업력 5년),윤지현
Q3JmU1IxL3lWRkJVSjNXRlI4UjRhUT09,블루펫,중소기업,전자상거래 소매업,,,"서울 서대문구 신촌로 51, 449호",,,곽우영
eVdpaHNid2t2YjY5Z1VkNlZqVDBHUT09,(주)컨트롤클로더,중소기업,시스템 소프트웨어 개발 및 공급업,"28억 3,132만원 (2020년 기준)",,"서울 서초구 강남대로 331, 11층 1101호",42 명 (2021년 기준),2013년 12월 10일 (업력 9년),이지윤
aTJ2ekRBaHc1Vmdwam5Mc3ZyQUo0UT09,(주)엘박스,"중소기업, 주식회사",컴퓨터 프로그래밍 서비스업,,lbox.kr/,"서울 강남구 역삼로 175, 7층",,2019년 5월 8일 (업력 3년),이진
YXhRbjZYbE1rQTJmYk5QRjFpNlJlQT09,모비두(주),"중소기업, 스타트업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.saucelive.net,"서울 서초구 서초대로78길 5, 7층",26 명 (2020년 기준),2013년 8월 6일 (업력 9년),이대이비드윤희
S0U1Z0JNNXhYVXlQY0ZVM3puYUJaUT09,(주)에이아이트릭스,"중소기업, 스타트업, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,,www.aitrics.com,"서울 서초구 효령로77길 28, 7층",25 명 (2018년 기준),2016년 11월 3일 (업력 6년),유진규
QURGWXhTZGI1eEE5TEhkaW80VXRpQT09,(주)슈퍼캣,"중소기업, 주식회사, 병역특례 인증업체",모바일 게임 소프트웨어 개발 및 공급업,"361억 9,109만원 (2021년 기준)",https://www.supercat.co.kr/,"경기 성남시 분당구 분당로 55, 13",250 명 (2022년 기준),2016년 3월 25일 (업력 6년),김영을
TTZEUjJ3MkNiem96cXVMV0l4Sk1KQT09,(주)인플루엔셜,중소기업,일반 서적 출판업,198억 152만원 (2021년 기준),www.influential.co.kr,"서울 서초구 서초대로 398, 11층",94 명 (2022년 기준),2008년 4월 10일 (업력 14년),문태진
d3FrOXJPSlBiZG41NFFYdDhlTGZ4dz09,(주)메디에이지,"중소기업, 주식회사","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","41억 7,700만원 (2021년 기준)",www.mediage.co.kr,"경기 성남시 수정구 창업로 42, 635호",42 명 (2021년 기준),2011년 5월 24일 (업력 11년),김강형
Q1pzbGoyMVdKVjRiMG1LRXlvSGx6UT09,(주)모예,"중소기업, 주식회사",,,moye.kr,"서울 성동구 연무장5가길 7, 409호",,2019년 7월 26일 (업력 3년),송하윤
eTJtcTg5L2tBdXdUaHRpbXFFRTA2Zz09,(주)크롬이노베이션,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.crominnovation.com/,"서울 강남구 테헤란로98길 6-9, 2층",,2020년 9월 21일 (업력 2년),김수원
QUkxa2NQcTYrR3R1eDRZOEJ5MWR6Zz09,(주)빌리버,"중소기업, 스타트업",포털 및 기타 인터넷 정보매개 서비스업,"3억 3,831만원 (2020년 기준)",,"전남 순천시 우석로 7, 3층",,2017년 1월 18일 (업력 5년),양병석
N2Y3T1pQOWpiZ2JEVjBKblcyWlh1QT09,(주)포에스텍,"중소기업, 연구소, 주식회사",컴퓨터 프로그래밍 서비스업,"32억 3,455만원 (2021년 기준)",www.4stec.com,"인천 서구 가석로 30, 709호",13 명 (2022년 기준),2013년 12월 11일 (업력 9년),이승원
UVcwMW0yU09RODU4WEdwdlQ5bkJGQT09,(주)수성엔지니어링,"중견기업, 외부감사법인",건물 및 토목 엔지니어링 서비스업,"1,246억 7,934만원 (2021년 기준)",www.soosungeng.com,"경남 창원시 성산구 창이대로 510, 403호",869 명 (2021년 기준),1991년 1월 25일 (업력 31년),강병윤/박미례
c0RtYW1jMVpXV3NJS080enlOUnhRQT09,아레나캐스트(주),"중소기업, 주식회사",유선 온라인 게임 소프트웨어 개발 및 공급업,"15억 7,188만원 (2018년 기준)",arenacast.io,"서울 강남구 영동대로 701, 11층",11 명 (2017년 기준),2010년 10월 7일 (업력 12년),김영훈
Q0JsQkE0Um5yblRqTXV1UmRKR0tUUT09,(주)엘리펀트컴퍼니,"중소기업, 주식회사",전자상거래 소매업,,https://elecon.co.kr,"경기 안산시 단원구 연수원로 87, 창의관 208호",,2021년 5월 21일 (업력 1년),김예지
Uk5sck1KSDBGQktjOGpwaDVWWXhUZz09,(주)다보이앤씨,"중소기업, 주식회사",내부 통신배선 공사업,18억 577만원 (2020년 기준),www.davoenc.co.kr,"인천 부평구 부평대로 301, 605호",39 명 (2020년 기준),2003년 1월 16일 (업력 19년),최창진
T0MzQzZOeHQ4SDhGY3RBdDRRRUdkUT09,제로그래비티존(주),"중소기업, 주식회사",컴퓨터 프로그래밍 서비스업,"1억 7,017만원 (2020년 기준)",zerogravity-z.com,"서울 마포구 성암로 189, 1606호",6 명 (2021년 기준),2020년 6월 1일 (업력 2년),강은영
UHA4MXB3dUgzRk9SUTl1bGVzNXBtZz09,(주)와이즈에이아이,"중소기업, 주식회사",데이터베이스 및 온라인정보 제공업,"8억 2,183만원 (2021년 기준)",www.wiseai.co.kr,"경기 성남시 분당구 대왕판교로 670, B동 509호",17 명 (2022년 기준),2020년 5월 7일 (업력 2년),송형석
dmUwL01KRzdSY3czYXIwdWh0elJxQT09,(주)스트리미,"중소기업, 스타트업, 주식회사, 병역특례 인증업체",컴퓨터 프로그래밍 서비스업,"314억 8,907만원 (2021년 기준)",https://www.streami.co,"서울 송파구 올림픽로35다길 42, 18층",86 명 (2021년 기준),2015년 7월 23일 (업력 7년),이준행
aXRQajZiNTBQWlprL1lPNEZCUSttUT09,원스토어(주),"대기업, 주식회사",유선 통신업,"2,005억 147만원 (2021년 기준)",www.onestorecorp.com/,경기 성남시 분당구 판교역로146번길 20,192 명 (2021년 기준),2016년 3월 2일 (업력 6년),이재환
dDJhek9OTU1ENng1TXBJRXVjU0dmdz09,(주)타키온비앤티,"중소기업, 외부감사법인, 주식회사",시스템 소프트웨어 개발 및 공급업,"1억 6,899만원 (2021년 기준)",http://tachyonbnt.com,"서울 강남구 테헤란로70길 14-6, B동 7층",25 명 (2021년 기준),2018년 5월 15일 (업력 4년),강덕호
djg1V0JwRUJRK1J4Z2Y0bFcxQkUxdz09,(주)바디프랜드,"중견기업, 1000대기업, 외부감사법인",그 외 기타 의료용 기기 제조업,,www.bodyfriend.co.kr,서울 강남구 양재천로 163,1206 명 (2021년 기준),2007년 3월 6일 (업력 15년),박상현
Q2NJb2YvSGFZSW90Q1I1eWVCRWpIZz09,(주)에이치에너지,"중소기업, 스타트업, 연구소, 주식회사, 병역특례 인증업체",일반전기 공사업,"114억 8,122만원 (2021년 기준)",https://henergy.xyz,"경북 포항시 남구 청암로 87, 609호",46 명 (2021년 기준),2018년 3월 23일 (업력 4년),함일한
d2xPYWprYy9BWDY5S2tpSHl3Y3A3UT09,(주)에스엔비플러스,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"7억 2,056만원 (2020년 기준)",,"서울 금천구 가산디지털2로 14, 1214호",10 명 (2017년 기준),2015년 10월 15일 (업력 7년),김주
d2xPYWprYy9BWDY5S2tpSHl3Y3A3UT09,(주)에스엔비플러스,"중소기업, 주식회사",시스템 소프트웨어 개발 및 공급업,"7억 2,056만원 (2020년 기준)",,"서울 금천구 가산디지털2로 14, 1214호",10 명 (2017년 기준),2015년 10월 15일 (업력 7년),김주
WWlOWnJ6QVR5MWtNRHdGK3ZMVnVRdz09,디플,,포털·인터넷·컨텐츠,,고초대졸.com,서울 강남구 테헤란로 217 오렌지플래닛,4 명 (2021년 기준),2021년 6월 23일 (업력 1년),
TG5JMW5Ma0N3MWs0bFFJQzNwOEc4dz09,(주)코리아폴리스쿨,"중소기업, 주식회사","서적, 잡지 및 기타 인쇄물 도매업","305억 3,649만원 (2021년 기준)",www.koreapolyschool.com,"서울 송파구 송파대로 201, B동 4층",180 명 (2021년 기준),2004년 7월 12일 (업력 18년),김성원/임홍일
NlRtQUxaVE9sQWtKNXRCT2xlRmFzdz09,(주)더브이플래닛,스타트업,응용 소프트웨어 개발 및 공급업,"2억 4,999만원 (2020년 기준)",www.vplate.io,"서울 마포구 월드컵로 120, 4층",6 명 (2021년 기준),2018년 8월 31일 (업력 4년),이준호
TkpGMzRsSDVjTHF0a25zZDRDRUFoZz09,바텍 네트웍스,"코스닥, 외부감사법인, 수출입 기업",치과용 기기 제조업,,http://www.vatech.co.kr,경기 화성시 삼성1로2길 13,369 명 (2021년 기준),1992년 4월 4일 (업력 30년),현정훈
ZVFNR0xEYXVVTTUwNGF4VmJlS1JIdz09,(주)미라클핀테크,"중소기업, 주식회사",데이터베이스 및 온라인정보 제공업,,,"서울 서초구 서초대로46길 25, 3층",,2018년 1월 10일 (업력 4년),김진선
T1l3b2RtM2thdFByQjdKUG5Ma0ZKUT09,(주)다담리테일,"외부감사법인, 주식회사",슈퍼마켓,"1,527억 8,248만원 (2021년 기준)",www.dadamretail.co.kr,광주 광산구 손재로 436-68,317 명 (2021년 기준),2017년 10월 10일 (업력 5년),임장택/임현호
aVF0bi90SkZNMjkvSUY3OS84S0Uwdz09,(주)푼타컴퍼니,"중소기업, 주식회사",전자상거래 소매업,"1,506만원 (2021년 기준)",www.eatbuy.co.kr,"서울 강동구 천호대로 1139, 964호",,2020년 11월 6일 (업력 2년),장진호
K1RMWlJueldseloyTTJndngrSlZYZz09,(주)피치,대기업,응용 소프트웨어 개발 및 공급업,,,"서울 강남구 강남대로 464, 7층",,2021년 4월 13일 (업력 1년),박영진
NDBybnV6dWxjU3liY2Z3Q2MyM05HUT09,주식회사 센슈얼모먼트,주식회사,네트워크·통신·모바일,,www.plingcast.com,서울 강남구 논현로75길 대명빌딩 503호,7 명 (2020년 기준),2021년 1월 1일 (업력 1년),김대희
V0JRM3hvQXVwQW5JNkF4eG9nSUtNUT09,(주)버추얼랩,"중소기업, 주식회사, 수출입 기업",컴퓨터시스템 통합 자문 및 구축 서비스업,"12억 9,133만원 (2021년 기준)",www.virtuallab.co.kr,"서울 성동구 왕십리로 38, 6층",14 명 (2021년 기준),2016년 1월 28일 (업력 6년),이민호
U1ZZZG12WmNybDAzRGZIdDBmMzhSZz09,(주)고스트패스,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"1,000만원 (2021년 기준)",www.ghostpass.ai,"광주 북구 첨단과기로 123, A동 320-1호",12 명 (2021년 기준),2019년 11월 22일 (업력 3년),이선관
dzFjVUZuSGVDM2cveXRYTkdhcWlJUT09,(주)이모션글로벌,"중소기업, 주식회사, 외부감사법인, 병역특례 인증업체",시스템ㆍ응용 소프트웨어 개발 및 공급업,,www.emotion.co.kr,"서울 강남구 언주로 637, 8층-9층",110 명 (2019년 기준),2005년 11월 17일 (업력 17년),강승진/최복규
cG1zZ1dNTTFjTFZMR2thSXBTNldDdz09,(주)웨인힐스벤처스,중소기업,응용 소프트웨어 개발 및 공급업,"8억 6,886만원 (2020년 기준)",www.waynehills.co/,"서울 강서구 마곡중앙8로5길 11, 204호,205호,206호,207호",27 명 (2021년 기준),2019년 5월 23일 (업력 3년),이수민
VFNQMzNtMVArWGdna1IrY0lFMVU1dz09,금방(주),중소기업,그 외 기타 분류 안된 사업지원 서비스업,,,"서울 종로구 종로 133, 4층",,2019년 1월 25일 (업력 3년),임진리
ZW9WNXRHbkhsbytycnhlZWt2aFdsdz09,(주)모픽,"중소기업, 주식회사",그 외 기타 전자부품 제조업,"3억 1,284만원 (2020년 기준)",www.notion.so/2021-MOPIC-25de2efc906f427eb82ccff8192ce350,"경기 안양시 동안구 벌말로 66, 평촌역하이필드지식산업센터11층 제비-에프1104호,1105호",6 명 (2020년 기준),2015년 11월 3일 (업력 7년),신창봉
RE9oUnoxYkZIdnVOVWNvcWF4VFpHdz09,(주)레이모웍스,"중소기업, 주식회사",포털 및 기타 인터넷 정보매개 서비스업,"4,650만원 (2020년 기준)",www.mohom.kr,"서울 영등포구 양평로22길 25, 302호",9 명 (2022년 기준),2020년 6월 5일 (업력 2년),이준우/서기준/한승우
aGlGcmVuajJsM0FudlFCL3QwWExTdz09,(주)이노룰스,"중소기업, 외부감사법인, 주식회사, 수출입 기업",응용 소프트웨어 개발 및 공급업,"159억 7,969만원 (2021년 기준)",www.innorules.com,"서울 송파구 법원로6길 7, 12층",94 명 (2021년 기준),2007년 1월 11일 (업력 15년),김길곤
WnhXd0thWUt2dkpGY1FCNGZrZWUwZz09,(주)태거스,"중소기업, 스타트업",응용 소프트웨어 개발 및 공급업,"7억 1,746만원 (2019년 기준)",taggers.io,"서울 강남구 영동대로85길 34, 14층",,2017년 2월 16일 (업력 5년),진희종
eE9mVGRaaHFCMGxuS3Myb0N2eFdOQT09,kaimen,중소기업,웹에이젼시,,www.kaimen.co.kr,서울 강남구 역삼로65길 15,10 명 (2020년 기준),2018년 2월 5일 (업력 4년),노은영
NlU4blpmQ1NsN1RhSm9jcll1VWRVQT09,(주)에이치비엠피,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"4,494만원 (2018년 기준)",hbmp.co.kr,"제주 제주시 중앙로 217, 4층 제주벤처마루",4 명 (2020년 기준),2014년 9월 23일 (업력 8년),정봉훈
emd5dW43K1FBNDRZUENJRGlIRjAvQT09,(주)바텍이우홀딩스,"중견기업, 외부감사법인, 수출입 기업",치과용 기기 제조업,,www.vatech.co.kr,경기 화성시 삼성1로2길 13,,,노창준
eU5JeTEzWmRYZVE4RTlybHBKNzNYQT09,(주)퍼플랩스,"중소기업, 주식회사",기타 게임 소프트웨어 개발 및 공급업,"6억 8,478만원 (2021년 기준)",www.purplelabs.co.kr,"서울 강남구 선릉로93길 40, 1층 103호",,2017년 5월 12일 (업력 5년),전종하
eXl1cGtoSiswbThKbDFHQVpSZUZ6QT09,(주)덴컴,"중소기업, 주식회사",컴퓨터 프로그래밍 서비스업,21억 425만원 (2020년 기준),www.d-ncomm.com,"서울 영등포구 국회대로62길 5, 4층",14 명 (2022년 기준),2016년 12월 12일 (업력 6년),임병준
TWMvWnhJVUVjbmdjZThqNWkweHU4dz09,(주)아인잡,"중소기업, 주식회사",포털 및 기타 인터넷 정보매개 서비스업,,ainjob.com,"서울 강남구 도곡로1길 14, 1129호",,2017년 10월 31일 (업력 5년),구연주
M09wMHpZcThlN2ZOTVJNTEpxQno3dz09,(주)앤스시스템,"중소기업, 외부감사법인, 연구소, 주식회사",시스템 소프트웨어 개발 및 공급업,"3,846만원 (2020년 기준)",nssys.kr,"서울 금천구 가산디지털1로 212, 609호",10 명 (2021년 기준),2018년 3월 15일 (업력 4년),김춘석
Y2RQZW5BdnkwekxIZGlrWEUydmJZZz09,(주)시대고시기획시대교육,"중소기업, 주식회사",교과서 및 학습서적 출판업,"257억 4,398만원 (2021년 기준)",https://www.sdedu.co.kr,"서울 마포구 큰우물로 75, 씨-201호, 씨-202호, 비-603호, 비-1503호",230 명 (2021년 기준),2011년 1월 3일 (업력 11년),박영일
M3RETFlZbFJrVU9ma3BnMUx2T296dz09,(주)올트,"중소기업, 주식회사",전자상거래 소매업,"10억 1,244만원 (2021년 기준)",www.allt.kr/brand,"경기 안산시 단원구 만해로 205, B동 519호, 520호",27 명 (2022년 기준),2016년 7월 12일 (업력 6년),김태준/김철순
VHFaTk9DZUp6K2FRMkd0SWUwOFZQUT09,한국직업능력교육원 안산,"기타, 비영리단체/협회",전문·기능학원,,http://www.ktechedu.com/ansan,경기 안산시 단원구 고잔동 534-3 안산중앙노블레스 7층,,2009년 1월 1일 (업력 13년),조호원
N000MGEvQlJzNVNmZW9LS1B4c05TZz09,(주)지이씨엘코리아,"중소기업, 주식회사",전자상거래 소매 중개업,,http://www.gecl.co.kr,"서울 금천구 벚꽃로 234, 1602호",28 명 (2022년 기준),2017년 1월 26일 (업력 5년),이인우
ZkJtMWNRZVd5bHBoTmNGMytiTk9GZz09,(주)핀크,"중소기업, 주식회사",그 외 기타 금융 지원 서비스업,"59억 3,814만원 (2021년 기준)",finnq.com,"서울 중구 남대문로9길 40, 22층",84 명 (2021년 기준),2016년 8월 24일 (업력 6년),권영탁
WGk0RGg4SDlYOENqektUUU1OY1FHQT09,(주)알티베이스,외부감사법인,응용 소프트웨어 개발 및 공급업,96억 288만원 (2019년 기준),www.altibase.com,"서울 구로구 디지털로 306, 8층 808호",78 명 (2019년 기준),1999년 11월 26일 (업력 23년),박혜례나
RmRxRkhpSVVVa2kvUXNjR2kyUUZDQT09,(주)파인디지털,"코스닥, 중소기업, 주식회사, 연구소, 병역특례 인증업체, 수출입 기업",기타 무선 통신장비 제조업,,www.finedigital.com,경기 성남시 분당구 성남대로925번길 41,151 명 (2021년 기준),1992년 10월 20일 (업력 30년),김용훈
U3ZTbmF3ekxuSTdmY2UyaFp3M041QT09,(주)마크로젠,"코스닥, 중견기업, 1000대기업, 외부감사법인, 주식회사, 병역특례 인증업체, 수출입 기업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",,http://www.macrogen.co.kr,"서울 금천구 벚꽃로 254, 10층",522 명 (2021년 기준),1997년 6월 5일 (업력 25년),김창훈/이수강
alBObnFWZHNkaG4wR2JOeEE4TndRQT09,(주)길인터내셔널,"중소기업, 연구소, 주식회사, 수출입 기업",전기ㆍ전자공학 연구개발업,"30억 9,347만원 (2020년 기준)",http://www.gil-corp.com,"대전 서구 계룡로 366, 5층 545호",9 명 (2021년 기준),2014년 6월 5일 (업력 8년),김성훈
c1JWOWdvYWZWQVlnZCt0aDJmNGl2Zz09,한국감정평가사협회,"기타, 비영리단체/협회",전문가 단체,"11억 8,868만원 (2014년 기준)",www.kapanet.co.kr,서울 서초구 방배로 52,59 명 (2011년 기준),1990년 1월 25일 (업력 32년),양길수
K0k0OGZUaUVRdlJCRFFyNXJQTW9LUT09,(주)유비소시어스,"중소기업, 주식회사, 수출입 기업",고용 알선업,,www.ubsocius.com,"서울 금천구 가산디지털2로 123, 1110호",50 명 (2019년 기준),2011년 8월 18일 (업력 11년),김현기
SVhIWkFZME1rSWlmS1FOcWtxYi91Zz09,(주)서울옥션,"코스닥, 외부감사법인, 수출입 기업",그 외 기타 특정 상품 중개업,,www.seoulauction.com,서울 종로구 평창30길 24,119 명 (2022년 기준),1998년 12월 30일 (업력 24년),이옥경
U3pvS0NvY3RRay9mbitNL0oyUDFGdz09,(주)이노와이어리스,"코스닥, 주식회사, 외부감사법인, 병역특례 인증업체, 수출입 기업",기타 무선 통신장비 제조업,968억원 (2019년 기준),www.innowireless.co.kr,경기 성남시 분당구 서현로 190,373 명 (2019년 기준),2000년 9월 27일 (업력 22년),곽영수
S1EwY0J0aEVFQmtqdTZvUERWeTBMUT09,주식회사 시드플러스,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",,,"대구 중구 동덕로 115, 1606호",,2016년 10월 26일 (업력 6년),신광수
R2FRV0sxVnNja1pBYnhzUktzbTZaUT09,(주)모온컴퍼니,중소기업,응용 소프트웨어 개발 및 공급업,17억원 (2020년 기준),www.themo-on.com,"서울 마포구 월드컵북로6길 78, 지하1층",25 명 (2020년 기준),2015년 1월 30일 (업력 7년),김상우/문정수/신의철/이재중
MHNKWHZha24rYlZhamE3cUszZjlPUT09,주식회사 리만코리아,,,,www.rimankorea.co.kr,,,,
OFcySXNvYkVHTitnakxRaW41NGN1UT09,(주)발란,"중소기업, 스타트업, 주식회사",전자상거래 소매 중개업,,www.balaan.co.kr,"서울 강남구 테헤란로 217, 9층,10층",57 명 (2021년 기준),2015년 5월 14일 (업력 7년),최형록
OFcySXNvYkVHTitnakxRaW41NGN1UT09,(주)발란,"중소기업, 스타트업, 주식회사",전자상거래 소매 중개업,,www.balaan.co.kr,"서울 강남구 테헤란로 217, 9층,10층",57 명 (2021년 기준),2015년 5월 14일 (업력 7년),최형록
blp3SmRWSndFNE10OG1BQ3h4RmxoQT09,(주)아이투맥스,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.i2max.co.kr,"서울 마포구 마포대로 137, 6층",160 명,2003년 1월 17일 (업력 19년),김근모
REU0NXlTKytoNjcwbWt1WXA4cm0zZz09,(주)팀프레시,"중소기업, 주식회사",일반 화물자동차 운송업,"5조 7,589억 6,274만원 (2021년 기준)",www.teamfresh.co.kr/,"서울 송파구 위례성대로12길 15-1, 2층",300 명 (2021년 기준),2018년 5월 25일 (업력 4년),이성일
c2pzR0ZqR045R3hEb0ZSc0dJMVA4dz09,(주)이디야,"중견기업, 외부감사법인",비알코올음료 도매업,"2,433억 5,296만원 (2021년 기준)",www.ediya.com,서울 강남구 논현로 636,442 명 (2021년 기준),2002년 4월 2일 (업력 20년),문창기
VzdWUkdMN0NzR2NVVmlVSjhlYzNzQT09,(주)하이텔레서비스,"대기업, 주식회사",콜센터 및 텔레마케팅 서비스업,"1,201억 9,666만원 (2021년 기준)",www.hiteleservice.co.kr,"서울 강서구 마곡중앙5로 18, 3,4,5층",1219 명 (2021년 기준),2009년 12월 29일 (업력 13년),윤동인
VzEwRVVUc2FtVkhoa0g5VTZieHpkUT09,인프라소프트(주),"중소기업, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,52억 799만원 (2020년 기준),www.infrasoft.co.kr,"서울 마포구 월드컵북로 402, 1702호",25 명 (2021년 기준),2000년 1월 11일 (업력 22년),정혜영
OTRLc3U2eGFkem5wVHNQVW5KVkVoQT09,스왈라비(주),"중소기업, 스타트업, 주식회사",응용 소프트웨어 개발 및 공급업,,http://www.swallaby.com/,"서울 강남구 봉은사로 437, 5층 502호",,2015년 9월 8일 (업력 7년),정해권
WW94S1hmNEhsWVNKYmxsUlZlNjhOZz09,더화이트커뮤니케이션(주),중소기업,기타 정보기술 및 컴퓨터운영 관련 서비스업,"70억 7,285만원 (2020년 기준)",www.thewc.co.kr/,서울 성동구 성수이로24길 32,287 명 (2021년 기준),2016년 4월 4일 (업력 6년),박민영
Q3VyaGorc3JrNTY3aTQvaGtMWXg5QT09,(주)바질컴퍼니,중소기업,산업용 로봇 제조업,21억원 (2021년 기준),www.vazilcompany.com,"부산 사상구 모라로 22, 1504호",20 명 (2021년 기준),2018년 1월 30일 (업력 4년),황희경
V1JmdENhY1FtZWYreTcxWXM4cHZZdz09,새솔테크(주),"기타, 주식회사",시스템 소프트웨어 개발 및 공급업,,,"경기 성남시 분당구 대왕판교로645번길 12, 4층 융합보안지원센터",,2021년 5월 13일 (업력 1년),이재성/한준혁
R0RJRTJ4eGdPV3c4L2dpOHIzZHlhZz09,(주)워시스왓,중소기업,가정용 세탁업,"132억 5,518만원 (2021년 기준)",www.getwashswat.com/,서울 금천구 범안로11길 65,359 명 (2021년 기준),2015년 3월 1일 (업력 7년),"예상욱, 남궁진아"
MVZhcGVkWE0yb2MzMTU1QTgwRTltdz09,주식회사 커리어포커스,"스타트업, 사단법인, 주식회사",인력 공급업,15억원 (2020년 기준),http://careerfocus.co.kr,"경기 수원시 팔달구 경수대로 420, 1009호",20 명 (2020년 기준),2008년 7월 6일 (업력 14년),조준상
eGdjcDlTRGMrS0h4SG90bnRGRjBMdz09,엠에스씨브레인컨설팅그룹(주),중소기업,기타 교육지원 서비스업,"63억 3,223만원 (2011년 기준)",www.imsc21.com,"서울 강남구 영동대로50길 10, 2층",,2004년 11월 24일 (업력 18년),안진훈
MUFqUVhjZXlEZWQ5cXNWNzUrcHc3Zz09,롯데정보통신(주),"코스피, 대기업, 외부감사법인, 수출입 기업",컴퓨터 프로그래밍 서비스업,,www.ldcc.co.kr,서울 금천구 가산디지털2로 179,2885 명 (2021년 기준),2017년 11월 2일 (업력 5년),노준형
MjVrQkhQSkV3clE1Q3drcG1JMEFHUT09,모트,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업",,,서울 강남구 학동로97길 26,14 명 (2013년 기준),,채호병
dHE1LzdzOTFTVDJpdWJySkZrQnEvdz09,(주)에스큐브아이,"중소기업, 주식회사",,,www.s3i.co.kr,"서울 서초구 동산로 23, 3층",,2004년 12월 1일 (업력 18년),오영철
SmptSStmL2gvMHIwdWMxL2RRaHdMdz09,(주)아이티팩토리,중소기업,응용 소프트웨어 개발 및 공급업,,www.it-factory.co.kr,대구 중구 공평로 26-20,11 명 (2020년 기준),2019년 9월 16일 (업력 3년),김태현
VE5tT1hrSUdubnA2c25jRW9JRkNzQT09,(주)휴레이포지티브,중소기업,응용 소프트웨어 개발 및 공급업,,www.huray.net,"서울 강남구 강남대로 308, 7층",22 명 (2019년 기준),2005년 6월 17일 (업력 17년),최두아
NmJBaEx0UWNybisyOVl5NXFUU3V0QT09,신흥에스이씨(주),"코스닥, 중소기업, 외부감사법인, 수출입 기업",축전지 제조업,,www.shsec.co.kr,경기 오산시 양산로 48,2705 명 (2021년 기준),2009년 8월 13일 (업력 13년),황만용
ZzZiOG1FUk1zTjdZWlpYK3p6S2k3dz09,(주)웅진,"코스피, 중견기업, 외부감사법인",지주회사,,https://www.woongjin.co.kr,서울 중구 청계천로 24,825 명 (2021년 기준),1983년 3월 21일 (업력 39년),이수영
U1p2RVBrQ3gxU2c1R01VazZEZHZNUT09,피엠지인티그레이티드커뮤니케이션즈(주),"중소기업, 외국 법인기업",광고 대행업,"158억 5,587만원 (2020년 기준)",www.pmgasia.com,"서울 강남구 테헤란로 132, 7층",,2005년 7월 15일 (업력 17년),공만화우
dVBEZ0RMbG81R0xaZ2haWVZ1TlZFdz09,펜타시큐리티시스템(주),"중소기업, 주식회사, 외부감사법인, 병역특례 인증업체, 수출입 기업",시스템 소프트웨어 개발 및 공급업,"263억 4,473만원 (2021년 기준)",www.pentasecurity.co.kr,"서울 영등포구 여의공원로 115, 8층, 9층",229 명 (2022년 기준),1997년 7월 21일 (업력 25년),이석우
VE5tT1hrSUdubnA2c25jRW9JRkNzQT09,(주)휴레이포지티브,중소기업,응용 소프트웨어 개발 및 공급업,,www.huray.net,"서울 강남구 강남대로 308, 7층",22 명 (2019년 기준),2005년 6월 17일 (업력 17년),최두아
L2V2azVmQVp2c0lkZ1RxKzhmTWZFQT09,(주)비즈니스온커뮤니케이션,"코스닥, 중소기업, 스타트업",응용 소프트웨어 개발 및 공급업,,www.businesson.co.kr,"서울 강남구 학동로 230, 5층 6층 7층",75 명 (2021년 기준),2007년 12월 13일 (업력 15년),라민상/강민철/이병두
L2V2azVmQVp2c0lkZ1RxKzhmTWZFQT09,(주)비즈니스온커뮤니케이션,"코스닥, 중소기업, 스타트업",응용 소프트웨어 개발 및 공급업,,www.businesson.co.kr,"서울 강남구 학동로 230, 5층 6층 7층",75 명 (2021년 기준),2007년 12월 13일 (업력 15년),라민상/강민철/이병두
ZmxWeEZ5RkprMk9YN0tjMHVaSklIZz09,(주)카인드소프트,"중소기업, 연구소, 주식회사",시스템 소프트웨어 개발 및 공급업,"3,850만원 (2020년 기준)",www.kind-soft.com,"경기 수원시 영통구 광교중앙로 170, A동 1706호",2 명 (2021년 기준),2020년 10월 20일 (업력 2년),한규명
M1U1N2VCWmVwMGUrL0c1NkJXck9NUT09,앤스코(주),"중소기업, 주식회사, 연구소","기타 기술 시험, 검사 및 분석업","160억 4,879만원 (2021년 기준)",www.ansco.kr,대전 유성구 엑스포로 419,93 명 (2022년 기준),2008년 1월 7일 (업력 14년),이종포
