기업코드,기업이름,기업형태,업종,매출액,홈페이지,기업주소,사원수,설립일,대표자명
WGtOdEdLYllNNmQ2SzlNR0FRcW5udz09,(주)미소정보기술,중소기업,응용 소프트웨어 개발 및 공급업,"80억 1,585만원 (2021년 기준)",www.misoinfo.co.kr,서울 강남구 테헤란로34길 21-5,141 명 (2021년 기준),2006년 2월 23일 (업력 16년),안동욱
dmY5ZUZiUDkwV1puUU91T2pwcGpwUT09,코닉오토메이션(주),"중견기업, 주식회사",응용 소프트웨어 개발 및 공급업,"194억 3,117만원 (2020년 기준)",,"경기 화성시 동탄산단9길 23-12, 8층",98 명 (2020년 기준),2003년 10월 23일 (업력 19년),김혁/나화성
bDQ5Y0hpV0ZEUVFZUlRKZjdPcmRsdz09,(주)잇펀솔루션,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.itfunsolution.com,"서울 강남구 강남대로62길 18, 701호",,2021년 11월 25일 (업력 1년),이창주
NEVlVmVnenVnYkVCKzBMaURGaHZ6dz09,(주)포엠에스,중소기업,컴퓨터 프로그래밍 서비스업,"99억 5,003만원 (2021년 기준)",www.4ms.kr,"서울 영등포구 경인로 775, 2동 509호",25 명 (2022년 기준),2016년 9월 8일 (업력 6년),나연채
UFhkdkRJOUV4T0orRFBYMWxZWG5GZz09,(주)트랜스코스모스코리아,"중견기업, 외국 법인기업, 주식회사",콜센터 및 텔레마케팅 서비스업,"3,641억 7,094만원 (2021년 기준)",www.trans-cosmos.co.kr,"서울 영등포구 여의대로 24, 35층",9658 명 (2022년 기준),2001년 5월 22일 (업력 21년),권상철
eWdiSnZEa3VYNFJCUlozZUllWlB1UT09,(주)테크브릿지,중소기업,경성 인쇄회로기판 제조업,"2억 3,986만원 (2020년 기준)",,"충북 청주시 흥덕구 봉명로 31, 801호 802호",1 명 (2021년 기준),2020년 7월 6일 (업력 2년),박정용
azVaZFpmUjN4VlpKTUU5S05tSUxldz09,(주)에스아이알소프트,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"15억 6,062만원 (2020년 기준)",sir.kr,"서울 강남구 테헤란로 322, 서관 1404호",7 명 (2020년 기준),2012년 1월 1일 (업력 10년),홍석명
eFVlM2JqSHl1aHRiYjZ4VGVSVEsyUT09,(주)모두의클래스,"중소기업, 스타트업, 주식회사, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,"30억 8,814만원 (2020년 기준)",www.classu.co.kr,"서울 마포구 양화로10길 40, 1층 101호, 102호",31 명 (2022년 기준),2016년 7월 19일 (업력 6년),김대형
d0VSR3dUUnNuaG12cVRpaldiM2cwdz09,트립메이트,중소기업,전자상거래 소매 중개업,,www.tripmate.kr,"경기 안산시 상록구 중보로 57, 5층 502호",,,허재강
emJHMXJzRWFzSXJva0tXZ1RtS24rUT09,(주)마끼아또컴퍼니,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,url.kr/oamglz,"서울 강남구 테헤란로13길 8-5, 1001호",,2020년 2월 17일 (업력 2년),김태정
TURuemZDeHRyL09VdVJrMVA3RHZ1UT09,㈜해커스교육그룹,중견기업,,,http://www.hackers.com/,,921 명 (2018년 기준),2000년 11월 30일 (업력 22년),
TURuemZDeHRyL09VdVJrMVA3RHZ1UT09,㈜해커스교육그룹,중견기업,,,http://www.hackers.com/,,921 명 (2018년 기준),2000년 11월 30일 (업력 22년),
blNZNk45bGl6d1RxTEhCSGRNV1JGZz09,(주)해원티앤디,"중소기업, 외부감사법인, 주식회사, 수출입 기업",전기용 기계ㆍ장비 및 관련 기자재 도매업,"337억 6,408만원 (2021년 기준)",,부산 사상구 괘감로 59-14,38 명 (2021년 기준),2001년 1월 31일 (업력 21년),현기웅
MEo3ZktMK1Z6REtBWFJLZ1Q3SzBJdz09,(주)이젠아카데미,"중소기업, 주식회사",컴퓨터 학원,80억원 (2019년 기준),www.ezenac.co.kr,"서울 서초구 서초대로77길 54, 13층. 14층",80 명 (2019년 기준),2016년 3월 30일 (업력 6년),고태곤
NUF3bGdzVFdXZURoK0MyTjN4M05oQT09,아이오유소프트(주),"중소기업, 주식회사, 수출입 기업",응용 소프트웨어 개발 및 공급업,"13억 5,263만원 (2021년 기준)",www.allytte.com,"서울 성동구 성수이로 65, 501호",15 명 (2021년 기준),2014년 12월 22일 (업력 8년),신성철
eFVlM2JqSHl1aHRiYjZ4VGVSVEsyUT09,(주)모두의클래스,"중소기업, 스타트업, 주식회사, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,"30억 8,814만원 (2020년 기준)",www.classu.co.kr,"서울 마포구 양화로10길 40, 1층 101호, 102호",31 명 (2022년 기준),2016년 7월 19일 (업력 6년),김대형
cm9kdzZXcUJVcjN3QUdnMzhTc0kxQT09,(주)공부선배,"중소기업, 주식회사",컴퓨터 프로그래밍 서비스업,"43억 3,308만원 (2021년 기준)",studysenior.com,"서울 강남구 봉은사로5길 6, 3층",,2014년 12월 31일 (업력 8년),이용운
NWkzeDdtcWM0M0hWYW1ZRkFpWlU3dz09,메가존클라우드(주),"중견기업, 주식회사, 병역특례 인증업체",컴퓨터시스템 통합 자문 및 구축 서비스업,,www.megazone.com/,"서울 강남구 논현로85길 46, 4층, 5층",1018 명 (2022년 기준),2018년 7월 5일 (업력 4년),이주완
VVRnZmNTb0xNZ2FlTHZZdFBEU2ZrUT09,업라이즈(주),"중소기업, 스타트업, 병역특례 인증업체",,,www.uprise.so/,"경기 성남시 분당구 황새울로360번길 25, 12층 01호",,2018년 1월 19일 (업력 4년),이충엽
dmZoVEpvcFM4ZWRUcHRaczhFSU02Zz09,(주)고퀄,중소기업,통신ㆍ방송장비 및 부품 도매업,,www.goqual.com/,"서울 금천구 가산디지털1로 165, 1301호",55 명 (2022년 기준),2014년 2월 12일 (업력 8년),우상범
b1pQdUdXcmpFdlBCUi9tbkE2ZHBndz09,(주)언페일링프렌드,"중소기업, 주식회사",의료기기 도매업,"9억 4,240만원 (2020년 기준)",http://www.ufgroup.co.kr,"서울 마포구 월드컵북로1길 52, 2층",4 명 (2010년 기준),2007년 2월 21일 (업력 15년),김금주
eDF1VzBmN0xqenZWWXhGcEJXL1BGZz09,(주)포인트모바일,"중소기업, 주식회사, 병역특례 인증업체, 수출입 기업",컴퓨터 제조업,"616억 5,747만원 (2019년 기준)",www.pointmobile.com,"서울 금천구 디지털로9길 32, B동 9층",140 명 (2019년 기준),2006년 8월 1일 (업력 16년),강삼권
bVJoNWh6VWJIQkh1aE1IZ3h1R1Rldz09,(주)토마토시스템,"코넥스, 중소기업, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,"150억 5,372만원 (2019년 기준)",www.tomatosystem.co.kr,"서울 강남구 논현로128길 5, 5,6,8층",230 명 (2019년 기준),2000년 10월 27일 (업력 22년),이상돈
R2NuWmFLRDVmU1h5TGN4RVkxeWhrUT09,믿구몰,중소기업,그 외 기타 분류 안된 사업지원 서비스업,,,"대구 달서구 월서로 51, 101동 603호",,,이재형
VmV0bmdXVi9aTWw2TDV5R1p4ZEYxUT09,(주)베이크플러스,"중소기업, 외국인 투자기업, 외부감사법인, 주식회사, 수출입 기업",기타 가공식품 도매업,"993억 7,448만원 (2021년 기준)",www.bakeplus.com,"경기 하남시 덕풍북로 109, 5층",50 명 (2021년 기준),1999년 4월 26일 (업력 23년),김웅일
SnZOK0hseDZQb2dKSEVuNGUxRmhGZz09,법무법인(유한)대륜,,,,https://www.daeryunlaw.com,"부산 해운대구 센텀중앙로 66 센텀 T 타워 1105,1106호(우동)",200 명 (2021년 기준),,심재국
dmR6RGhuYXBLaXFPZGZNVmxTL1V5dz09,로그컴퍼니,중소기업,응용 소프트웨어 개발 및 공급업,,,"서울 강남구 테헤란로5길 25, 602호",,,김주원
bVJoNWh6VWJIQkh1aE1IZ3h1R1Rldz09,(주)토마토시스템,"코넥스, 중소기업, 병역특례 인증업체",응용 소프트웨어 개발 및 공급업,"150억 5,372만원 (2019년 기준)",www.tomatosystem.co.kr,"서울 강남구 논현로128길 5, 5,6,8층",230 명 (2019년 기준),2000년 10월 27일 (업력 22년),이상돈
dDhIbXFXS25CSExWQk0zaC9UaGxlUT09,(주)씨엠엑스,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,"33억 7,882만원 (2020년 기준)",www.cmx.co.kr,"서울 금천구 디지털로9길 32, B동 1603호,1604호",14 명 (2020년 기준),2008년 12월 24일 (업력 14년),이기상
Z2lvZEtZUGpRMEhRayt0bnRsdzZHZz09,(주)시스템케이,중소기업,전자카드 제조업,"14억 7,996만원 (2021년 기준)",www.systemk.kr,"경기 구리시 갈매순환로204번길 65, 407호, 408호",9 명 (2021년 기준),2010년 12월 28일 (업력 12년),이상명
WCtVQkpBbXVnUXFwUVRSM2t5TzNwdz09,(주)코덱스브리지,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,7억 262만원 (2020년 기준),http://codexbridge.com,"대전 서구 둔지로 11, 7층 702호",8 명 (2021년 기준),2014년 3월 26일 (업력 8년),신현섭
RUxDYmRUVDd5MlRYTy8wMC9UbGhadz09,(주)지식피플,"중소기업, 스타트업, 주식회사",응용 소프트웨어 개발 및 공급업,,www.ziple.biz,"경기 성남시 분당구 판교로289번길 20, 2동 5층",4 명 (2019년 기준),2017년 5월 10일 (업력 5년),이정섭
alVUSFRjT3d5Z1RPTExFOVYvcHJldz09,(주)몽키소프트,중소기업,응용 소프트웨어 개발 및 공급업,"5억 2,469만원 (2021년 기준)",monkeysoft.co.kr,"서울 금천구 벚꽃로 278, 917호",13 명 (2022년 기준),2016년 3월 11일 (업력 6년),임재원
OHFXeTZnSHJSQ2dZSXVJNGVzRGEwUT09,(주) 조네트워크,"중소기업, 주식회사",광고 대행업,,http://www.jonetwork.co.kr,"서울 강남구 역삼로 415, 4층",,2011년 8월 8일 (업력 11년),박도언
bldKV3pYdG15cnhUdU4vV1NOb1B4UT09,오토앤주식회사,"코스닥, 중소기업, 외부감사법인, 주식회사",기타 자동차 신품 부품 및 내장품 판매업,"364억 6,601만원 (2016년 기준)",www.auton.kr/,경기 안양시 만안구 전파로24번길 63,170 명 (2016년 기준),2012년 1월 31일 (업력 10년),최찬욱
RFZ1eklNNEZ0NisxMlpzN1V0UVBDUT09,에이스휴먼파워(주),"중소기업, 주식회사",상용 인력 공급 및 인사관리 서비스업,"1,000억원 (2020년 기준)",www.acehp.co.kr,"서울 서초구 서초중앙로12길 7, 2층",4500 명 (2020년 기준),2002년 12월 1일 (업력 20년),황종근
aGZZSmpVZ1lWZENwYktWR3YyS0JwUT09,(주)크리젠솔루션,"중소기업, 주식회사, 연구소",컴퓨터 프로그래밍 서비스업,"33억 5,721만원 (2016년 기준)",www.crizen.com,"서울 구로구 디지털로 306, 1007호 1006호, 1007호",40 명 (2016년 기준),2006년 7월 1일 (업력 16년),허선행
TTIvMmtoVklMT1ZVVlBWZUhTclFrdz09,오이스터에이블(주),"중소기업, 주식회사",그 외 기타 특수목적용 기계 제조업,"1억 1,595만원 (2020년 기준)",oysterable.com,"서울 마포구 백범로31길 21, 본관 8층 813호",,2019년 4월 29일 (업력 3년),배태관
SGxtWkE1ZWYra0ZwRVNLM2hLTWlyQT09,(주)허니냅스,"중소기업, 외부감사법인, 주식회사, 수출입 기업",그 외 기타 의료용 기기 제조업,"17억 4,148만원 (2021년 기준)",www.honeynaps.com,"서울 강남구 논현로 529, 4층",17 명 (2022년 기준),2015년 7월 9일 (업력 7년),이영준
U0N0dUFWNzdjYUFsclgydWROaHVpUT09,위콥스,중소기업,그 외 기타 분류 안된 사업지원 서비스업,,www.wekops.com,"부산 사상구 모라로 22, 1610호",,,윤문수
aFdPQzZncXUwRkZsbTcrR2gzZ0ZpZz09,㈜피앤피시큐어,"중견기업, 외부감사법인, 주식회사",응용 소프트웨어 개발 및 공급업,431억 958만원 (2021년 기준),www.pnpsecure.com,경기 성남시 분당구 대왕판교로645번길 16,150 명 (2021년 기준),2003년 12월 18일 (업력 19년),박천오
Zm9ETjB6SU53ZFBZOHhRZWljZWRqZz09,(주)제타럭스시스템,"중소기업, 주식회사, 사단법인, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,,www.zetalux.co.kr,,,2012년 1월 19일 (업력 10년),고인석
dXV2Vk01WWVJUG85NEpLaGQ1V3Z1QT09,(주)파울러스,"중소기업, 주식회사",광고 영화 및 비디오물 제작업,"33억 9,127만원 (2021년 기준)",www.paulus.pro/,서울 마포구 성미산로29길 29-8,43 명 (2022년 기준),2016년 1월 26일 (업력 6년),김경신
aCtFYzQwQnNvL2kzdC9hWnV2Z3FtQT09,(주)경일게임아카데미,"중소기업, 학교/교육기관, 주식회사",기타 기술 및 직업훈련학원,"18억 8,119만원 (2019년 기준)",www.kiweb.or.kr,"서울 강동구 천호대로 995, 제3층1호, 제4층1호",,2010년 1월 22일 (업력 12년),박병준
aCtFYzQwQnNvL2kzdC9hWnV2Z3FtQT09,(주)경일게임아카데미,"중소기업, 학교/교육기관, 주식회사",기타 기술 및 직업훈련학원,"18억 8,119만원 (2019년 기준)",www.kiweb.or.kr,"서울 강동구 천호대로 995, 제3층1호, 제4층1호",,2010년 1월 22일 (업력 12년),박병준
czFZZ0NpRHBTdTBrM0s3QjFEajBUdz09,플래닛아이(주),"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,,,"대전 유성구 대학로 99, 산학교육연구관 903호",,2020년 11월 9일 (업력 2년),조용상
RFJvR1h4dTNIK1lLQWJ0Wis5SVlNdz09,(주)비오시스템즈,"중소기업, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,,www.bosystems.co.kr/,"서울 금천구 가산디지털1로 128, 611호",,2006년 8월 1일 (업력 16년),김성원
d3FrOXJPSlBiZG41NFFYdDhlTGZ4dz09,(주)메디에이지,"중소기업, 주식회사","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",40억원 (2019년 기준),www.mediage.co.kr,"경기 성남시 수정구 창업로 42, 635호",39 명 (2019년 기준),2011년 5월 25일 (업력 11년),김강형
UDJzUVU5Z1Z4UjNVSngrLy81K2xWUT09,엠포플러스(주),"중소기업, 주식회사, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,"191억 3,776만원 (2019년 기준)",http://www.emfoplus.co.kr,"서울 성동구 아차산로17길 48, 1동 1619호",25 명 (2019년 기준),2009년 7월 17일 (업력 13년),이정훈
WnFEeCszTHFnZWhjSEhKT1NPVGxYUT09,(주)넥스쳐,"코스닥, 중소기업, 주식회사",모바일 게임 소프트웨어 개발 및 공급업,,www.nexturecorp.com,"서울 양천구 목동중앙북로 112, 1층, 2층",42 명 (2021년 기준),2011년 1월 5일 (업력 11년),이대훈
RTc2OXJVaWYreHpRZVRBN2NKdDg2UT09,(주)제이엠소프트,중소기업,응용 소프트웨어 개발 및 공급업,27억 604만원 (2021년 기준),www.jm-soft.co.kr,"경기 수원시 영통구 신원로 55, 1104호,1105호,1106호",,2020년 4월 17일 (업력 2년),안준모/권용욱
Zm9ETjB6SU53ZFBZOHhRZWljZWRqZz09,(주)제타럭스시스템,"중소기업, 주식회사, 사단법인, 병역특례 인증업체",시스템 소프트웨어 개발 및 공급업,,www.zetalux.co.kr,,,2012년 1월 19일 (업력 10년),고인석
aXRQajZiNTBQWlprL1lPNEZCUSttUT09,원스토어(주),"대기업, 주식회사",유선 통신업,"2,005억 147만원 (2021년 기준)",www.onestorecorp.com/,경기 성남시 분당구 판교역로146번길 20,192 명 (2021년 기준),2016년 3월 2일 (업력 6년),이재환
cDE0N3RGTHhmVmh0SnFpak53ZGdXdz09,(주)디투리소스,"중소기업, 주식회사",산업용 로봇 제조업,"22억 4,682만원 (2021년 기준)",dtwocorp.com,"광주 동구 동계천로 150, 203호",24 명 (2022년 기준),2015년 12월 14일 (업력 7년),나상민
V056cGdNYkx6ZmQ4ZXBVOWVwNSt6Zz09,(주)서울소프트,중소기업,시스템 소프트웨어 개발 및 공급업,,seoulsoft.kr/,"경기 안양시 동안구 시민대로327번길 11-41, 402호",,2013년 12월 4일 (업력 9년),노병진
WCtVQkpBbXVnUXFwUVRSM2t5TzNwdz09,(주)코덱스브리지,"중소기업, 주식회사",응용 소프트웨어 개발 및 공급업,7억 262만원 (2020년 기준),http://codexbridge.com,"대전 서구 둔지로 11, 7층 702호",8 명 (2021년 기준),2014년 3월 26일 (업력 8년),신현섭
Q1ZMVFgraEIwbW5NTjFBYmZoSy9uZz09,(주)더잭팟,"중소기업, 주식회사",전자상거래 소매업,,https://thejackpot.notion.site/WELCOME-TO-THE-NUJACKPOT-4a7bc619cd1d4e868837088784bd7d22,"서울 동대문구 장안벚꽃로 167, 212동 2304호",,2021년 4월 22일 (업력 1년),이병준
MUJwVnVYQVRDaXNkNXA1N2FJQklWdz09,(주)다이아랩,중소기업,응용 소프트웨어 개발 및 공급업,"1억 4,786만원 (2020년 기준)",http://daialab.co.kr/,"경기 성남시 분당구 정자로 13, 3층 307호",2 명 (2021년 기준),2017년 1월 17일 (업력 5년),이건호
bTgrcXVnc2VQNExkV0J2TkpOYWh5dz09,(주)씨앤노마드,"중소기업, 연구소",응용 소프트웨어 개발 및 공급업,63억원 (2021년 기준),www.cnnomade.com,"서울 영등포구 양평로 149, A동 1301호",30 명 (2021년 기준),2013년 12월 26일 (업력 9년),최동훈
VUkzdVd2bXVmVER2VmtrNHhnUDlWZz09,알트앤엠(주),"중소기업, 외부감사법인, 주식회사",여행사업,,,"경북 안동시 풍천면 천년숲서로 29, 209호 210호",,2019년 8월 13일 (업력 3년),김정순
eEVMd3NzdHZIN3ViMFFuYmNzT0FuZz09,(주)스마트컨버전스,"중소기업, 주식회사, 연구소, 병역특례 인증업체",,,www.smartcc.co.kr,,,,
WkdSbWxsUWxqa2dMajdXRUpoUU9VZz09,주식회사 핌아시아,"중소기업, 주식회사",전자상거래 소매 중개업,,https://www.thirtymall.com/,"서울 강남구 테헤란로114길 16, 3층",53 명,2014년 4월 21일 (업력 8년),신상돈
TWhxdU96RzZyN3dnY0lXblRUSGVCdz09,(주)퓨처플레이,"중소기업, 스타트업, 주식회사",경영 컨설팅업,,futureplay.co/,"서울 성동구 왕십리로 83-21, 8층",57 명 (2021년 기준),2013년 3월 28일 (업력 9년),류중희
L3FobnRWVkcvcm8zZnVBdXJMbUFEdz09,소명소프트(주),중소기업,시스템 소프트웨어 개발 및 공급업,"3억 7,838만원 (2020년 기준)",smsts.co.kr/,"경기 구리시 갈매중앙로 70, 132호",10 명 (2020년 기준),2018년 10월 17일 (업력 4년),이승열
aTFhTGRjNEVDMFRIdi9rQlhlM0prdz09,랭디,"중소기업, 연구소",전자상거래 소매 중개업,,langdy.net,"서울 관악구 낙성대로 38, 낙성대R&D센터 B1층 B01호",,,우상욱
MnQ4ZHN6Mk5VbElwcVN0ekRwSUJUZz09,(주)펄어비스,"코스닥, 중소기업",유선 온라인 게임 소프트웨어 개발 및 공급업,,www.pearlabyss.com,경기 안양시 동안구 시민대로327번길 24,930 명 (2021년 기준),2010년 9월 10일 (업력 12년),허진영
dXpxeDUzalc3T2VKMkE4NStlMCtBZz09,(주)두핸즈,"중소기업, 스타트업, 주식회사","화물 포장, 검수 및 계량 서비스업",,www.poomgo.com,"서울 강남구 테헤란로44길 8, 5층",,2013년 1월 15일 (업력 9년),박찬재
ZlozRmlxdXVlUnY3VTJMeDBYSExVQT09,(주)스마트디아그노시스,"스타트업, 병역특례 인증업체",기타 정보기술 및 컴퓨터운영 관련 서비스업,,www.sdcor.net,"서울 마포구 성암로 189, 806호",,2018년 3월 27일 (업력 4년),김환진
a09acjBKVDNvcmp6aVJqK2JvOHRvdz09,(주)스카이오토넷,"중소기업, 외부감사법인, 연구소, 주식회사",유선 통신장비 제조업,"88억 8,516만원 (2021년 기준)",www.skyautonet.com,"서울 서초구 논현로 153, 3층",78 명 (2021년 기준),2013년 10월 16일 (업력 9년),김태근
